claim_id,claim,claim_label,evidences,CARDS_label
1532,"Warming of the climate system is unequivocal, and since the 1950s, many of the observed changes are unprecedented over decades to millennia.",0,"[{'article': 'Global issue', 'entropy': 0.6365141868591309, 'evidence': 'Warming of the climate system is unequivocal, and since the 1950s, many of the observed changes are unprecedented over decades to millennia.', 'evidence_id': 'Global issue:135', 'evidence_label': 0, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', 'SUPPORTS', None, None],
       dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'IPCC AR5 WG1 Summary for Policymakers 2013, p.\xa04: Warming of the climate system is unequivocal, and since the 1950s, many of the observed changes are unprecedented over decades to millennia.', 'evidence_id': 'Global warming:346', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'While there have been prehistoric periods of global warming, many observed changes since the mid-20th century have been unprecedented over decades to millennia.', 'evidence_id': 'Global warming:4', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Intergovernmental Panel on Climate Change', 'entropy': 0.0, 'evidence': 'Conclusions of AR5 are summarized below: Working Group I ""Warming of the climate system is unequivocal, and since the 1950s, many of the observed changes are unprecedented over decades to millennia"".', 'evidence_id': 'Intergovernmental Panel on Climate Change:187', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.0, 'evidence': 'Its conclusions are summarized below: ""Warming of the climate system is unequivocal, and since the 1950s, many of the observed changes are unprecedented over decades to millennia.""', 'evidence_id': 'Scientific consensus on climate change:16', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', 'SUPPORTS', None, None], dtype=object)}]",2_1 It’s natural cycles/variation
1533,"The atmosphere and ocean have warmed, the amounts of snow and ice have diminished, and sea level has risen.",0,"[{'article': 'Global warming', 'entropy': 0.0, 'evidence': 'Between 1993 and 2017, the global mean sea level rose on average by 3.1 ±\xa00.3\xa0mm per year, with an acceleration detected as well.', 'evidence_id': 'Global warming:146', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'Further examples include sea level rise, widespread melting of snow and land ice, increased heat content of the oceans, increased humidity, and the earlier timing of spring events, such as the flowering of plants.', 'evidence_id': 'Global warming:29', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'The atmosphere and ocean have warmed, the amounts of snow and ice have diminished, sea level has risen, and the concentrations of greenhouse gases have increased ""Myths vs. Facts: Denial of Petitions for Reconsideration of the Endangerment and Cause or Contribute Findings for Greenhouse Gases under Section 202(a) of the Clean Air Act"".', 'evidence_id': 'Global warming:347', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.0, 'evidence': '""Warming of the climate system is unequivocal, as is now evident from observations of increases in global average air and ocean temperatures, widespread melting of snow and ice and rising global average sea level.""', 'evidence_id': 'Scientific consensus on climate change:391', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Scientific consensus on climate change', 'entropy': 0.0, 'evidence': 'The IPCC Fourth Assessment Report stated that: Warming of the climate system is unequivocal, as evidenced by increases in global average air and ocean temperatures, the widespread melting of snow and ice, and rising global average sea level.', 'evidence_id': 'Scientific consensus on climate change:49', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",1_6 Sea level rise is exaggerated/not accelerating
1539,Climate change is due to cosmic rays.,3,"[{'article': 'CLOUD experiment', 'entropy': 0.0, 'evidence': 'The primary goal is to understand the influence of galactic cosmic rays (GCRs) on aerosols and clouds, and their implications for climate.', 'evidence_id': 'CLOUD experiment:2', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Climate change (general concept)', 'entropy': 0.0, 'evidence': 'It has been postulated that ionized particles known as cosmic rays could impact cloud cover and thereby the climate.', 'evidence_id': 'Climate change (general concept):114', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Henrik Svensmark', 'entropy': 0.6931471824645996, 'evidence': 'He is known for his theory on the effects of cosmic rays on cloud formation as an indirect cause of global warming.', 'evidence_id': 'Henrik Svensmark:1', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Henrik Svensmark', 'entropy': 0.0, 'evidence': '""Cosmic rays blamed for global warming"".', 'evidence_id': 'Henrik Svensmark:118', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Henrik Svensmark', 'entropy': 0.0, 'evidence': 'They also found that galactic cosmic rays, and total solar irradiance did not have any statistically significant influence on changes in cloud cover.', 'evidence_id': 'Henrik Svensmark:58', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}]",2_1 It’s natural cycles/variation
1541,Sea level rise due to global warming is exaggerated.,1,"[{'article': 'Global warming', 'entropy': 0.6931471824645996, 'evidence': 'Between 1993 and 2017, the global mean sea level rose on average by 3.1 ±\xa00.3\xa0mm per year, with an acceleration detected as well.', 'evidence_id': 'Global warming:146', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', 'REFUTES', None, 'NOT_ENOUGH_INFO'],
       dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.5623351335525513, 'evidence': 'This acceleration is due mostly to human-caused global warming, which is driving thermal expansion of seawater and the melting of land-based ice sheets and glaciers.', 'evidence_id': 'Sea level rise:3', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        'NOT_ENOUGH_INFO'], dtype=object)}
 {'article': 'Sea level rise', 'entropy': 1.0397207736968994, 'evidence': 'This is an important confirmation of climate change simulations which predicted that sea level rise would accelerate in response to global warming.', 'evidence_id': 'Sea level rise:51', 'evidence_label': 1, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', 'REFUTES', None, 'SUPPORTS'],
       dtype=object)}
 {'article': 'Sea level rise', 'entropy': 0.0, 'evidence': 'Under the influence of global warming, melt at the base of the ice sheet increases.', 'evidence_id': 'Sea level rise:78', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None,
        'NOT_ENOUGH_INFO'], dtype=object)}
 {'article': 'Sea level', 'entropy': 0.6931471824645996, 'evidence': 'However, 20th century and current millennium sea level rise is presumed to be caused by global warming, and careful measurement of variations in MSL can offer insights into ongoing climate change.', 'evidence_id': 'Sea level:4', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', 'REFUTES', None, 'NOT_ENOUGH_INFO'],
       dtype=object)}                                                                                                                                                                                                                                                                                                                                                                                             ]",1_6 Sea level rise is exaggerated/not accelerating
1543,Medieval Warm Period was warmer than the climate warming today.,2,"[{'article': 'Medieval Warm Period', 'entropy': 0.0, 'evidence': 'The Medieval Warm Period (MWP) also known as the Medieval Climate Optimum, or Medieval Climatic Anomaly was a time of warm climate in the North Atlantic region lasting from c.\u2009950 to c.\u20091250.', 'evidence_id': 'Medieval Warm Period:0', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Medieval Warm Period', 'entropy': 0.6931471824645996, 'evidence': 'study found warmth exceeding 1961–1990 levels in Southern Greenland and parts of North America during the Medieval Climate Anomaly (defined in the study from 950 to 1250) with warmth in some regions exceeding temperatures of the 1990–2010 period.', 'evidence_id': 'Medieval Warm Period:36', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Medieval Warm Period', 'entropy': 0.0, 'evidence': 'Much of the Northern Hemisphere showed significant cooling during the Little Ice Age (defined in the study from 1400 to 1700), but Labrador and isolated parts of the United States appeared to be approximately as warm as during the 1961–1990 period.', 'evidence_id': 'Medieval Warm Period:37', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Medieval Warm Period', 'entropy': 0.0, 'evidence': ""It is thought that between c.\u2009950 and c.\u20091100 was the Northern Hemisphere's warmest period since the Roman Warm Period."", 'evidence_id': 'Medieval Warm Period:6', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Medieval Warm Period', 'entropy': 0.6931471824645996, 'evidence': 'They also found that the warming during the 10–14th centuries in some regions might be comparable in magnitude to the warming of the last few decades of the 20th century, which was unprecedented within the past 500 years.', 'evidence_id': 'Medieval Warm Period:66', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}]",2_1 It’s natural cycles/variation
1544,Arctic icemelt is a natural cycle.,1,"[{'article': 'Arctic ice pack', 'entropy': 0.6931471824645996, 'evidence': 'The Arctic ice pack undergoes a regular seasonal cycle in which ice melts in spring and summer, reaches a minimum around mid-September, then increases during fall and winter.', 'evidence_id': 'Arctic ice pack:1', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Arctic ice pack', 'entropy': 0.0, 'evidence': 'As well as the regular seasonal cycle there has been an underlying trend of declining sea ice in the Arctic in recent decades.', 'evidence_id': 'Arctic ice pack:5', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Arctic oscillation', 'entropy': 0.0, 'evidence': 'The Arctic oscillation (AO) or Northern Annular Mode/Northern Hemisphere Annular Mode (NAM) is a weather phenomenon at the Arctic poles north of 20 degrees latitude.', 'evidence_id': 'Arctic oscillation:0', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Arctic', 'entropy': 0.6931471824645996, 'evidence': '""Arctic cut-off high drives the poleward shift of a new Greenland melting record"".', 'evidence_id': 'Arctic:220', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Arctic', 'entropy': 0.6931471824645996, 'evidence': 'The current Arctic warming is leading to ancient carbon being released from thawing permafrost, leading to methane and carbon dioxide production by micro-organisms.', 'evidence_id': 'Arctic:95', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}]",2_1 It’s natural cycles/variation
1545,Increasing CO2 in the atmosphere has little to no effect.,1,"[{'article': 'Carbon dioxide', 'entropy': 0.0, 'evidence': 'Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century.', 'evidence_id': 'Carbon dioxide:192', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Carbon dioxide', 'entropy': 0.6931471824645996, 'evidence': 'Conversely, a rise in the partial pressure of CO 2 or a lower pH will cause offloading of oxygen from hemoglobin, which is known as the Bohr effect.', 'evidence_id': 'Carbon dioxide:292', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'Higher atmospheric CO2 concentrations have led to an increase in dissolved CO2, which causes ocean acidification.', 'evidence_id': 'Global warming:153', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Global warming', 'entropy': 0.0, 'evidence': 'Increased concentrations of gases such as CO 2 (~20%), ozone and N 2O are external forcing on the other hand.', 'evidence_id': 'Global warming:58', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Greenhouse gas', 'entropy': 0.6931471824645996, 'evidence': 'Future warming is projected to have a range of impacts, including sea level rise, increased frequencies and severities of some extreme weather events, loss of biodiversity, and regional changes in agricultural productivity.', 'evidence_id': 'Greenhouse gas:131', 'evidence_label': 2, 'votes': array(['REFUTES', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}]",2_3 There’s no evidence for greenhouse effect/carbon dioxide driving climate change
1546,Human CO2 is a tiny fraction of CO2 emissions.,1,"[{'article': 'Carbon dioxide', 'entropy': 0.0, 'evidence': 'Human activities emit about 29 billion tons of carbon dioxide per year, while volcanoes emit between 0.2 and 0.3 billion tons.', 'evidence_id': 'Carbon dioxide:185', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Carbon dioxide', 'entropy': 0.0, 'evidence': 'The oceans act as an enormous carbon sink, and have taken up about a third of CO 2 emitted by human activity.', 'evidence_id': 'Carbon dioxide:203', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Greenhouse gas', 'entropy': 0.0, 'evidence': 'In the modern era, emissions to the atmosphere from volcanoes are approximately 0.645 billion tonnes of CO 2 per year, whereas humans contribute 29 billion tonnes of CO 2 each year.', 'evidence_id': 'Greenhouse gas:109', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Greenhouse gas', 'entropy': 0.0, 'evidence': 'Land use change (mainly deforestation in the tropics) account for up to one third of total anthropogenic CO 2 emissions.', 'evidence_id': 'Greenhouse gas:133', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Greenhouse gas', 'entropy': 0.6931471824645996, 'evidence': 'The estimate of total CO 2 emissions includes biotic carbon emissions, mainly from deforestation.', 'evidence_id': 'Greenhouse gas:234', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}]",2_3 There’s no evidence for greenhouse effect/carbon dioxide driving climate change
1547,Water vapor is the most powerful greenhouse gas.,0,"[{'article': 'Atmospheric methane', 'entropy': 0.6931471824645996, 'evidence': ""Atmospheric methane concentrations are of interest because it is one of the most potent greenhouse gases in Earth's atmosphere."", 'evidence_id': 'Atmospheric methane:1', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Greenhouse gas', 'entropy': 0.0, 'evidence': 'The oxidation of methane can produce both ozone and water; and is a major source of water vapor in the normally dry stratosphere.', 'evidence_id': 'Greenhouse gas:39', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Natural gas', 'entropy': 0.6931471824645996, 'evidence': 'Natural gas is thus a more potent greenhouse gas than carbon dioxide due to the greater global-warming potential of methane.', 'evidence_id': 'Natural gas:217', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Water vapor', 'entropy': 0.0, 'evidence': 'Water vapor is the most potent greenhouse gas owing to the presence of the hydroxyl bond which strongly absorbs in the infra-red region of the light spectrum.', 'evidence_id': 'Water vapor:110', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Water vapor', 'entropy': 0.0, 'evidence': ""Being a component of Earth's hydrosphere and hydrologic cycle, it is particularly abundant in Earth's atmosphere where it is also a potent greenhouse gas along with other gases such as carbon dioxide and methane."", 'evidence_id': 'Water vapor:6', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",2_3 There’s no evidence for greenhouse effect/carbon dioxide driving climate change
1548,Polar bear numbers are increasing.,1,"[{'article': 'Polar bear', 'entropy': 0.6931471824645996, 'evidence': 'The numbers taken grew rapidly in the 1960s, peaking around 1968 with a global total of 1,250 bears that year.', 'evidence_id': 'Polar bear:280', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Polar bear', 'entropy': 0.0, 'evidence': 'In two areas where harvest levels have been increased based on increased sightings, science-based studies have indicated declining populations, and a third area is considered data-deficient.', 'evidence_id': 'Polar bear:308', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Polar bear', 'entropy': 0.6931471824645996, 'evidence': 'In 2010, the 2005 increase was partially reversed.', 'evidence_id': 'Polar bear:311', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Polar bear', 'entropy': 0.6931471824645996, 'evidence': 'Warnings about the future of the polar bear are often contrasted with the fact that worldwide population estimates have increased over the past 50 years and are relatively stable today.', 'evidence_id': 'Polar bear:404', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Polar bear', 'entropy': 0.0, 'evidence': 'Of the 19 recognized polar bear subpopulations, one is in decline, two are increasing, seven are stable, and nine have insufficient data, as of 2017.', 'evidence_id': 'Polar bear:61', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}                                                                                                                                                                                                                                                                                                                        ]",3_2 Species/plants/reefs aren’t showing climate impacts/are benefiting from climate change
1549,There's no empirical evidence for climate change.,1,"[{'article': 'Biodiversity', 'entropy': 0.0, 'evidence': 'Climate change has proven to affect biodiversity and evidence supporting the altering effects is widespread.', 'evidence_id': 'Biodiversity:309', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Climate change (general concept)', 'entropy': 0.0, 'evidence': '... there is a strong, credible body of evidence, based on multiple lines of research, documenting that climate is changing and that these changes are in large part caused by human activities.', 'evidence_id': 'Climate change (general concept):66', 'evidence_label': 1, 'votes': array(['REFUTES', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Science', 'entropy': 0.6931471824645996, 'evidence': 'Natural science is concerned with the description, prediction, and understanding of natural phenomena based on empirical evidence from observation and experimentation.', 'evidence_id': 'Science:153', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Skepticism', 'entropy': 0.0, 'evidence': 'A scientific or empirical skeptic is one who questions beliefs on the basis of scientific understanding and empirical evidence.', 'evidence_id': 'Skepticism:63', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Skepticism', 'entropy': 0.0, 'evidence': 'Scientific skepticism concerns testing beliefs for reliability, by subjecting them to systematic investigation using the scientific method, to discover empirical evidence for them.', 'evidence_id': 'Skepticism:7', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}                                                                                                                                                                                                                                                                                                                                                      ]",2_3 There’s no evidence for greenhouse effect/carbon dioxide driving climate change
1551,We're coming out of the Little Ice Age.,2,"[{'article': 'Antarctica', 'entropy': 0.6931471824645996, 'evidence': 'This means that it is a very cold continent where water is mostly in the form of ice.', 'evidence_id': 'Antarctica:341', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}
 {'article': 'Captain America: The First Avenger', 'entropy': 0.0, 'evidence': 'Producer Avi Arad said, ""The biggest opportunity with Captain America is as a man \'out of time\', coming back today, looking at our world through the eyes of someone who thought the perfect world was small-town United States.', 'evidence_id': 'Captain America: The First Avenger:145', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Captain America: The First Avenger', 'entropy': 0.0, 'evidence': 'Sixty years go by, and who are we today?', 'evidence_id': 'Captain America: The First Avenger:146', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}
 {'article': 'Captain America: The First Avenger', 'entropy': 0.6931471824645996, 'evidence': '... We have to deal with much the same way that Captain America, when thawed from the Arctic ice, entered a world that he didn\'t recognize,"" similar to the way Stan Lee and Jack Kirby reintroduced the character in the 1960s.', 'evidence_id': 'Captain America: The First Avenger:162', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'Summit Series', 'entropy': 0.6931471824645996, 'evidence': 'The Summit Series, or Super Series (in Russian Суперсерия СССР — Канада; Superseriya SSSR — Canada), known at the time simply as the Canada–USSR Series, was an eight-game series of ice hockey between the Soviet Union and Canada, held in September 1972.', 'evidence_id': 'Summit Series:0', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'REFUTES', None, None, None], dtype=object)}]",1_2 We’re heading into an ice age/global cooling
1553,2009-2010 winter saw record cold spells.,0,"[{'article': 'Cold wave', 'entropy': 0.6931471824645996, 'evidence': 'Overall it was the coldest winter since 1978–79, with a mean temperature of 1.5\xa0°C (34.7\xa0°F).', 'evidence_id': 'Cold wave:115', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Cold wave', 'entropy': 0.6931471824645996, 'evidence': 'It was the coldest winter and longest cold spell for thirty years in the United Kingdom, whilst temperatures in the Italian Alpine peaks reached low to an extreme of −47\xa0°C (−52.6\xa0°F).', 'evidence_id': 'Cold wave:117', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Winter', 'entropy': 0.0, 'evidence': 'In Europe, the winters of early 1947, February 1956, 1962–1963, 1981–1982 and 2009–2010 were abnormally cold.', 'evidence_id': 'Winter:108', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Winter', 'entropy': 0.6931471824645996, 'evidence': 'In the United States, a record five-week cold spell bottomed out at −20\xa0°F (−29\xa0°C) at Hartford, Connecticut, and −16\xa0°F (−27\xa0°C) in New York City.', 'evidence_id': 'Winter:122', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Winter', 'entropy': 0.0, 'evidence': '2011 was one of the coldest on record in New Zealand with sea level snow falling in Wellington in July for the first time in 35 years and a much heavier snowstorm for 3 days in a row in August.', 'evidence_id': 'Winter:141', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'NOT_ENOUGH_INFO', None, None, None],
       dtype=object)}                                                                                                                                                                                                                                                                                                                                                             ]",1_3 Weather is cold/snowing
1555,Climate change is because of El Niño.,0,"[{'article': 'El Niño', 'entropy': 0.0, 'evidence': 'The ENSO cycle, including both El Niño and La Niña, causes global changes in temperature and rainfall.', 'evidence_id': 'El Niño:6', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'El Niño', 'entropy': 0.0, 'evidence': 'El Nino affects the global climate and disrupts normal weather patterns, which as a result can lead to intense storms in some places and droughts in others.', 'evidence_id': 'El Niño:71', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Humboldt Current', 'entropy': 0.6931471824645996, 'evidence': 'These two species experience population shifts related to climate changes and environmental events such as El Niño.', 'evidence_id': 'Humboldt Current:68', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'NOT_ENOUGH_INFO', None, None, None], dtype=object)}
 {'article': 'La Niña', 'entropy': 0.0, 'evidence': '""El Niño in a changing climate"".', 'evidence_id': 'La Niña:224', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'La Niña', 'entropy': 0.6931471824645996, 'evidence': '""The impact of global warming on the tropical Pacific Ocean and El Niño"".', 'evidence_id': 'La Niña:232', 'evidence_label': 2, 'votes': array(['SUPPORTS', 'REFUTES', None, None, None], dtype=object)}]",2_1 It’s natural cycles/variation
1557,Climate change is because of Pacific Decadal Oscillation.,0,"[{'article': 'Climate change (general concept)', 'entropy': 0.6931471824645996, 'evidence': 'Examples include variability in ocean basins such as the Pacific decadal oscillation and Atlantic multidecadal oscillation.', 'evidence_id': 'Climate change (general concept):12', 'evidence_label': 2, 'votes': array(['REFUTES', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Climate system', 'entropy': 0.6931471824645996, 'evidence': '""Externally Forced and Internally Generated Decadal Climate Variability Associated with the Interdecadal Pacific Oscillation"".', 'evidence_id': 'Climate system:408', 'evidence_label': 2, 'votes': array(['NOT_ENOUGH_INFO', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Climate system', 'entropy': 0.0, 'evidence': 'Examples of this type of variability include the El Niño–Southern Oscillation, the Pacific decadal oscillation, and the Atlantic Multidecadal Oscillation.', 'evidence_id': 'Climate system:84', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Climate variability', 'entropy': 0.0, 'evidence': 'the Pacific decadal oscillation – The dominant pattern of sea surface variability in the North Pacific on a decadal scale.', 'evidence_id': 'Climate variability:57', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}
 {'article': 'Pacific decadal oscillation', 'entropy': 0.0, 'evidence': 'The Pacific Decadal Oscillation (PDO) is a robust, recurring pattern of ocean-atmosphere climate variability centered over the mid-latitude Pacific basin.', 'evidence_id': 'Pacific decadal oscillation:0', 'evidence_label': 0, 'votes': array(['SUPPORTS', 'SUPPORTS', None, None, None], dtype=object)}]",2_1 It’s natural cycles/variation
